"","num","txt"
"2637","91025","18 to 22 years"
"2638","91025","Male"
"2639","91025","Unmarried"
"2640","91075","Amsterdam"
"2641","91075","Zaandam"
"2642","91075","A"
"2643","91075","C"
"2644","91075","D"
"2645","91075","12 to 13 years"
"2646","91075","14 to 15 years"
"2647","91075","16 to 17 years"
"2648","91075","18 to 22 years"
"2649","91075","23 to 35 years"
"2650","91075","36 to 50 years"
"2651","91075","51 to 60 years"
"2652","91075","61 to 65 years"
"2653","91075","66 to 70 years"
"2654","91075","More than 71 years"
"2655","91075","Male"
"2656","91075","Female"
"2657","91075","Married"
"2658","91075","Unmarried"
"2659","92110","Amsterdam"
"2660","92110","Haarlem"
"2661","92110","Den Helder"
"2662","92110","Zaandam"
"2663","92110","A"
"2664","92110","B"
"2665","92110","C"
"2666","92110","D"
"2667","92110","12 to 13 years"
"2668","92110","14 to 15 years"
"2669","92110","16 to 17 years"
"2670","92110","18 to 22 years"
"2671","92110","23 to 35 years"
"2672","92110","36 to 50 years"
"2673","92110","51 to 60 years"
"2674","92110","61 to 65 years"
"2675","92110","66 to 70 years"
"2676","92110","More than 71 years"
"2677","92110","Less than 12 years"
"2678","92110","Male"
"2679","92110","Female"
"2680","92110","Married"
"2681","92110","Unmarried"
"2682","92120","Amsterdam"
"2683","92120","Haarlem"
"2684","92120","Den Helder"
"2685","92120","Zaandam"
"2686","92120","C"
"2687","92120","D"
"2688","92120","12 to 13 years"
"2689","92120","14 to 15 years"
"2690","92120","16 to 17 years"
"2691","92120","18 to 22 years"
"2692","92120","23 to 35 years"
"2693","92120","36 to 50 years"
"2694","92120","51 to 60 years"
"2695","92120","61 to 65 years"
"2696","92120","66 to 70 years"
"2697","92120","More than 71 years"
"2698","92120","Male"
"2699","92120","Female"
"2700","92120","Married"
"2701","92120","Unmarried"
"2702","92225","Amsterdam"
"2703","92225","Haarlem"
"2704","92225","D"
"2705","92225","14 to 15 years"
"2706","92225","16 to 17 years"
"2707","92225","18 to 22 years"
"2708","92225","23 to 35 years"
"2709","92225","36 to 50 years"
"2710","92225","51 to 60 years"
"2711","92225","Male"
"2712","92225","Married"
"2713","92225","Unmarried"
"2714","92250","Amsterdam"
"2715","92250","Haarlem"
"2716","92250","Zaandam"
"2717","92250","A"
"2718","92250","B"
"2719","92250","C"
"2720","92250","D"
"2721","92250","12 to 13 years"
"2722","92250","14 to 15 years"
"2723","92250","16 to 17 years"
"2724","92250","18 to 22 years"
"2725","92250","23 to 35 years"
"2726","92250","36 to 50 years"
"2727","92250","51 to 60 years"
"2728","92250","61 to 65 years"
"2729","92250","66 to 70 years"
"2730","92250","More than 71 years"
"2731","92250","Male"
"2732","92250","Female"
"2733","92250","Married"
"2734","92250","Unmarried"
"2735","92290","Amsterdam"
"2736","92290","A"
"2737","92290","D"
"2738","92290","14 to 15 years"
"2739","92290","16 to 17 years"
"2740","92290","18 to 22 years"
"2741","92290","23 to 35 years"
"2742","92290","36 to 50 years"
"2743","92290","Male"
"2744","92290","Female"
"2745","92290","Married"
"2746","92290","Unmarried"
"2747","92530","Amsterdam"
"2748","92530","Haarlem"
"2749","92530","A"
"2750","92530","C"
"2751","92530","D"
"2752","92530","14 to 15 years"
"2753","92530","18 to 22 years"
"2754","92530","23 to 35 years"
"2755","92530","36 to 50 years"
"2756","92530","51 to 60 years"
"2757","92530","Male"
"2758","92530","Female"
"2759","92530","Married"
"2760","92530","Unmarried"
"2761","92625","Amsterdam"
"2762","92625","Haarlem"
"2763","92625","Den Helder"
"2764","92625","Zaandam"
"2765","92625","A"
"2766","92625","C"
"2767","92625","D"
"2768","92625","12 to 13 years"
"2769","92625","14 to 15 years"
"2770","92625","16 to 17 years"
"2771","92625","18 to 22 years"
"2772","92625","23 to 35 years"
"2773","92625","36 to 50 years"
"2774","92625","51 to 60 years"
"2775","92625","61 to 65 years"
"2776","92625","66 to 70 years"
"2777","92625","More than 71 years"
"2778","92625","Less than 12 years"
"2779","92625","Male"
"2780","92625","Female"
"2781","92625","Married"
"2782","92625","Unmarried"
"2783","92690","Haarlem"
"2784","92690","D"
"2785","92690","23 to 35 years"
"2786","92690","51 to 60 years"
"2787","92690","Male"
"2788","92690","Married"
"2789","93120","Amsterdam"
"2790","93120","Haarlem"
"2791","93120","Den Helder"
"2792","93120","Zaandam"
"2793","93120","A"
"2794","93120","B"
"2795","93120","C"
"2796","93120","D"
"2797","93120","12 to 13 years"
"2798","93120","14 to 15 years"
"2799","93120","16 to 17 years"
"2800","93120","18 to 22 years"
"2801","93120","23 to 35 years"
"2802","93120","36 to 50 years"
"2803","93120","51 to 60 years"
"2804","93120","61 to 65 years"
"2805","93120","66 to 70 years"
"2806","93120","More than 71 years"
"2807","93120","Less than 12 years"
"2808","93120","Male"
"2809","93120","Female"
"2810","93120","Married"
"2811","93120","Unmarried"
"2812","93130","Amsterdam"
"2813","93130","Haarlem"
"2814","93130","Den Helder"
"2815","93130","C"
"2816","93130","D"
"2817","93130","12 to 13 years"
"2818","93130","14 to 15 years"
"2819","93130","16 to 17 years"
"2820","93130","18 to 22 years"
"2821","93130","23 to 35 years"
"2822","93130","36 to 50 years"
"2823","93130","51 to 60 years"
"2824","93130","61 to 65 years"
"2825","93130","Male"
"2826","93130","Married"
"2827","93130","Unmarried"
"2828","93920","Amsterdam"
"2829","93920","Haarlem"
"2830","93920","Zaandam"
"2831","93920","A"
"2832","93920","B"
"2833","93920","C"
"2834","93920","D"
"2835","93920","12 to 13 years"
"2836","93920","14 to 15 years"
"2837","93920","16 to 17 years"
"2838","93920","18 to 22 years"
"2839","93920","23 to 35 years"
"2840","93920","36 to 50 years"
"2841","93920","51 to 60 years"
"2842","93920","61 to 65 years"
"2843","93920","66 to 70 years"
"2844","93920","More than 71 years"
"2845","93920","Male"
"2846","93920","Female"
"2847","93920","Married"
"2848","93920","Unmarried"
"2849","93960","Amsterdam"
"2850","93960","Haarlem"
"2851","93960","A"
"2852","93960","C"
"2853","93960","D"
"2854","93960","12 to 13 years"
"2855","93960","14 to 15 years"
"2856","93960","16 to 17 years"
"2857","93960","18 to 22 years"
"2858","93960","23 to 35 years"
"2859","93960","36 to 50 years"
"2860","93960","51 to 60 years"
"2861","93960","61 to 65 years"
"2862","93960","66 to 70 years"
"2863","93960","More than 71 years"
"2864","93960","Male"
"2865","93960","Married"
"2866","93960","Unmarried"
"2867","94100","Amsterdam"
"2868","94100","Haarlem"
"2869","94100","C"
"2870","94100","D"
"2871","94100","12 to 13 years"
"2872","94100","14 to 15 years"
"2873","94100","16 to 17 years"
"2874","94100","18 to 22 years"
"2875","94100","23 to 35 years"
"2876","94100","36 to 50 years"
"2877","94100","51 to 60 years"
"2878","94100","61 to 65 years"
"2879","94100","Male"
"2880","94100","Married"
"2881","94100","Unmarried"
"2882","94180","Amsterdam"
"2883","94180","Haarlem"
"2884","94180","Den Helder"
"2885","94180","Zaandam"
"2886","94180","A"
"2887","94180","C"
"2888","94180","D"
"2889","94180","16 to 17 years"
"2890","94180","18 to 22 years"
"2891","94180","23 to 35 years"
"2892","94180","36 to 50 years"
"2893","94180","51 to 60 years"
"2894","94180","Male"
"2895","94180","Married"
"2896","94180","Unmarried"
"2897","94220","Haarlem"
"2898","94220","Den Helder"
"2899","94220","Zaandam"
"2900","94220","D"
"2901","94220","14 to 15 years"
"2902","94220","16 to 17 years"
"2903","94220","18 to 22 years"
"2904","94220","36 to 50 years"
"2905","94220","51 to 60 years"
"2906","94220","Male"
"2907","94220","Married"
"2908","94220","Unmarried"
"2909","94240","Amsterdam"
"2910","94240","A"
"2911","94240","D"
"2912","94240","14 to 15 years"
"2913","94240","23 to 35 years"
"2914","94240","36 to 50 years"
"2915","94240","51 to 60 years"
"2916","94240","Male"
"2917","94240","Female"
"2918","94240","Married"
"2919","94240","Unmarried"
"2920","94250","Amsterdam"
"2921","94250","Haarlem"
"2922","94250","Den Helder"
"2923","94250","Zaandam"
"2924","94250","A"
"2925","94250","D"
"2926","94250","14 to 15 years"
"2927","94250","16 to 17 years"
"2928","94250","18 to 22 years"
"2929","94250","23 to 35 years"
"2930","94250","36 to 50 years"
"2931","94250","51 to 60 years"
"2932","94250","61 to 65 years"
"2933","94250","66 to 70 years"
"2934","94250","More than 71 years"
"2935","94250","Male"
"2936","94250","Female"
"2937","94250","Married"
"2938","94250","Unmarried"
"2939","94290","Amsterdam"
"2940","94290","Haarlem"
"2941","94290","Zaandam"
"2942","94290","A"
"2943","94290","D"
"2944","94290","12 to 13 years"
"2945","94290","14 to 15 years"
"2946","94290","16 to 17 years"
"2947","94290","18 to 22 years"
"2948","94290","23 to 35 years"
"2949","94290","36 to 50 years"
"2950","94290","51 to 60 years"
"2951","94290","61 to 65 years"
"2952","94290","66 to 70 years"
"2953","94290","More than 71 years"
"2954","94290","Male"
"2955","94290","Female"
"2956","94290","Married"
"2957","94290","Unmarried"
"2958","94920","Amsterdam"
"2959","94920","A"
"2960","94920","D"
"2961","94920","23 to 35 years"
"2962","94920","51 to 60 years"
"2963","94920","Male"
"2964","94920","Married"
"2965","94960","Alkmaar"
"2966","94960","Hilversum"
"2967","94960","Sloten"
"2968","94960","Velzen"
"2969","94960","Wormerveer"
"2970","94960","C"
"2971","94960","D"
"2972","94960","12 to 13 years"
"2973","94960","14 to 15 years"
"2974","94960","16 to 17 years"
"2975","94960","18 to 22 years"
"2976","94960","23 to 35 years"
"2977","94960","36 to 50 years"
"2978","94960","51 to 60 years"
"2979","94960","61 to 65 years"
"2980","94960","66 to 70 years"
"2981","94960","More than 71 years"
"2982","94960","Male"
"2983","94960","Female"
"2984","94960","Married"
"2985","94960","Unmarried"
"2986","94990","Amsterdam"
"2987","94990","Haarlem"
"2988","94990","Zaandam"
"2989","94990","A"
"2990","94990","D"
"2991","94990","12 to 13 years"
"2992","94990","14 to 15 years"
"2993","94990","16 to 17 years"
"2994","94990","18 to 22 years"
"2995","94990","23 to 35 years"
"2996","94990","36 to 50 years"
"2997","94990","51 to 60 years"
"2998","94990","61 to 65 years"
"2999","94990","66 to 70 years"
"3000","94990","Male"
"3001","94990","Female"
"3002","94990","Married"
"3003","94990","Unmarried"
"3004","95120","Amsterdam"
"3005","95120","Haarlem"
"3006","95120","Den Helder"
"3007","95120","Zaandam"
"3008","95120","A"
"3009","95120","B"
"3010","95120","C"
"3011","95120","D"
"3012","95120","12 to 13 years"
"3013","95120","14 to 15 years"
"3014","95120","16 to 17 years"
"3015","95120","18 to 22 years"
"3016","95120","23 to 35 years"
"3017","95120","36 to 50 years"
"3018","95120","51 to 60 years"
"3019","95120","61 to 65 years"
"3020","95120","66 to 70 years"
"3021","95120","More than 71 years"
"3022","95120","Male"
"3023","95120","Married"
"3024","95120","Unmarried"
"3025","95160","Amsterdam"
"3026","95160","Haarlem"
"3027","95160","Den Helder"
"3028","95160","Zaandam"
"3029","95160","A"
"3030","95160","C"
"3031","95160","D"
"3032","95160","12 to 13 years"
"3033","95160","14 to 15 years"
"3034","95160","16 to 17 years"
"3035","95160","18 to 22 years"
"3036","95160","23 to 35 years"
"3037","95160","36 to 50 years"
"3038","95160","51 to 60 years"
"3039","95160","61 to 65 years"
"3040","95160","Male"
"3041","95160","Married"
"3042","95160","Unmarried"
"3043","95210","Alkmaar"
"3044","95210","Amsterdam"
"3045","95210","Haarlem"
"3046","95210","Sloten"
"3047","95210","Wormerveer"
"3048","95210","A"
"3049","95210","C"
"3050","95210","D"
"3051","95210","14 to 15 years"
"3052","95210","16 to 17 years"
"3053","95210","18 to 22 years"
"3054","95210","23 to 35 years"
"3055","95210","36 to 50 years"
"3056","95210","51 to 60 years"
"3057","95210","61 to 65 years"
"3058","95210","66 to 70 years"
"3059","95210","Less than 12 years"
"3060","95210","Male"
"3061","95210","Married"
"3062","95210","Unmarried"
"3063","95300","Amsterdam"
"3064","95300","Haarlem"
"3065","95300","Zaandam"
"3066","95300","A"
"3067","95300","D"
"3068","95300","18 to 22 years"
"3069","95300","23 to 35 years"
"3070","95300","36 to 50 years"
"3071","95300","51 to 60 years"
"3072","95300","61 to 65 years"
"3073","95300","Male"
"3074","95300","Married"
"3075","95300","Unmarried"
"3076","95410","Amsterdam"
"3077","95410","Haarlem"
"3078","95410","Den Helder"
"3079","95410","Zaandam"
"3080","95410","A"
"3081","95410","B"
"3082","95410","C"
"3083","95410","D"
"3084","95410","12 to 13 years"
"3085","95410","14 to 15 years"
"3086","95410","16 to 17 years"
"3087","95410","18 to 22 years"
"3088","95410","23 to 35 years"
"3089","95410","36 to 50 years"
"3090","95410","51 to 60 years"
"3091","95410","61 to 65 years"
"3092","95410","66 to 70 years"
"3093","95410","More than 71 years"
"3094","95410","Less than 12 years"
"3095","95410","Male"
"3096","95410","Female"
"3097","95410","Married"
"3098","95410","Unmarried"
"3099","95440","Amsterdam"
"3100","95440","Haarlem"
"3101","95440","Den Helder"
"3102","95440","Zaandam"
"3103","95440","A"
"3104","95440","B"
"3105","95440","C"
"3106","95440","D"
"3107","95440","12 to 13 years"
"3108","95440","14 to 15 years"
"3109","95440","16 to 17 years"
"3110","95440","18 to 22 years"
"3111","95440","23 to 35 years"
"3112","95440","36 to 50 years"
"3113","95440","51 to 60 years"
"3114","95440","61 to 65 years"
"3115","95440","66 to 70 years"
"3116","95440","More than 71 years"
"3117","95440","Less than 12 years"
"3118","95440","Male"
"3119","95440","Married"
"3120","95440","Unmarried"
"3121","95510","Amsterdam"
"3122","95510","Haarlem"
"3123","95510","Den Helder"
"3124","95510","Zaandam"
"3125","95510","A"
"3126","95510","B"
"3127","95510","C"
"3128","95510","D"
"3129","95510","12 to 13 years"
"3130","95510","14 to 15 years"
"3131","95510","16 to 17 years"
"3132","95510","18 to 22 years"
"3133","95510","23 to 35 years"
"3134","95510","36 to 50 years"
"3135","95510","51 to 60 years"
"3136","95510","61 to 65 years"
"3137","95510","66 to 70 years"
"3138","95510","More than 71 years"
"3139","95510","Male"
"3140","95510","Female"
"3141","95510","Married"
"3142","95510","Unmarried"
"3143","95720","Amsterdam"
"3144","95720","D"
"3145","95720","23 to 35 years"
"3146","95720","Male"
"3147","95720","Married"
"3148","95910","Amsterdam"
"3149","95910","Haarlem"
"3150","95910","Zaandam"
"3151","95910","A"
"3152","95910","D"
"3153","95910","23 to 35 years"
"3154","95910","36 to 50 years"
"3155","95910","51 to 60 years"
"3156","95910","61 to 65 years"
"3157","95910","More than 71 years"
"3158","95910","Male"
"3159","95910","Married"
"3160","95910","Unmarried"
"3161","95925","Amsterdam"
"3162","95925","Haarlem"
"3163","95925","Den Helder"
"3164","95925","Zaandam"
"3165","95925","A"
"3166","95925","B"
"3167","95925","C"
"3168","95925","D"
"3169","95925","12 to 13 years"
"3170","95925","14 to 15 years"
"3171","95925","16 to 17 years"
"3172","95925","18 to 22 years"
"3173","95925","23 to 35 years"
"3174","95925","36 to 50 years"
"3175","95925","51 to 60 years"
"3176","95925","61 to 65 years"
"3177","95925","66 to 70 years"
"3178","95925","More than 71 years"
"3179","95925","Less than 12 years"
"3180","95925","Male"
"3181","95925","Female"
"3182","95925","Married"
"3183","95925","Unmarried"
"3184","96930","Amsterdam"
"3185","96930","Haarlem"
"3186","96930","Den Helder"
"3187","96930","Zaandam"
"3188","96930","D"
"3189","96930","12 to 13 years"
"3190","96930","14 to 15 years"
"3191","96930","16 to 17 years"
"3192","96930","18 to 22 years"
"3193","96930","23 to 35 years"
"3194","96930","36 to 50 years"
"3195","96930","51 to 60 years"
"3196","96930","61 to 65 years"
"3197","96930","66 to 70 years"
"3198","96930","More than 71 years"
"3199","96930","Male"
"3200","96930","Married"
"3201","96930","Unmarried"
"3202","97120","Amsterdam"
"3203","97120","Zaandam"
"3204","97120","C"
"3205","97120","D"
"3206","97120","14 to 15 years"
"3207","97120","16 to 17 years"
"3208","97120","18 to 22 years"
"3209","97120","23 to 35 years"
"3210","97120","36 to 50 years"
"3211","97120","51 to 60 years"
"3212","97120","61 to 65 years"
"3213","97120","66 to 70 years"
"3214","97120","More than 71 years"
"3215","97120","Male"
"3216","97120","Married"
"3217","97120","Unmarried"
"3218","97125","Alkmaar"
"3219","97125","Amsterdam"
"3220","97125","Beverwijk"
"3221","97125","Bloemendaal"
"3222","97125","Bussum"
"3223","97125","Edam"
"3224","97125","Enkhuizen"
"3225","97125","Haarlem"
"3226","97125","Haarlemmermeer"
"3227","97125","Den Helder"
"3228","97125","Hilversum"
"3229","97125","Hoorn"
"3230","97125","Nieuwer Amstel"
"3231","97125","Purmerend"
"3232","97125","Sloten"
"3233","97125","Texel"
"3234","97125","Velzen"
"3235","97125","Weesp"
"3236","97125","Wormerveer"
"3237","97125","Zaandam"
"3238","97125","A"
"3239","97125","B"
"3240","97125","C"
"3241","97125","D"
"3242","97125","12 to 13 years"
"3243","97125","14 to 15 years"
"3244","97125","16 to 17 years"
"3245","97125","18 to 22 years"
"3246","97125","23 to 35 years"
"3247","97125","36 to 50 years"
"3248","97125","51 to 60 years"
"3249","97125","61 to 65 years"
"3250","97125","66 to 70 years"
"3251","97125","More than 71 years"
"3252","97125","Male"
"3253","97125","Female"
"3254","97125","Married"
"3255","97125","Unmarried"
"3256","97145","Amsterdam"
"3257","97145","Haarlem"
"3258","97145","Den Helder"
"3259","97145","Zaandam"
"3260","97145","C"
"3261","97145","D"
"3262","97145","12 to 13 years"
"3263","97145","14 to 15 years"
"3264","97145","16 to 17 years"
"3265","97145","18 to 22 years"
"3266","97145","23 to 35 years"
"3267","97145","36 to 50 years"
"3268","97145","51 to 60 years"
"3269","97145","61 to 65 years"
"3270","97145","66 to 70 years"
"3271","97145","More than 71 years"
"3272","97145","Male"
"3273","97145","Female"
"3274","97145","Married"
"3275","97145","Unmarried"
"3276","97152","Amsterdam"
"3277","97152","Haarlem"
"3278","97152","Den Helder"
"3279","97152","Zaandam"
"3280","97152","A"
"3281","97152","B"
"3282","97152","C"
"3283","97152","D"
"3284","97152","12 to 13 years"
"3285","97152","14 to 15 years"
"3286","97152","16 to 17 years"
"3287","97152","18 to 22 years"
"3288","97152","23 to 35 years"
"3289","97152","36 to 50 years"
"3290","97152","51 to 60 years"
"3291","97152","61 to 65 years"
"3292","97152","66 to 70 years"
"3293","97152","More than 71 years"
"3294","97152","Less than 12 years"
"3295","97152","Male"
"3296","97152","Female"
"3297","97152","Married"
"3298","97152","Unmarried"
"3299","97190","Amsterdam"
"3300","97190","Haarlem"
"3301","97190","Zaandam"
"3302","97190","A"
"3303","97190","C"
"3304","97190","D"
"3305","97190","12 to 13 years"
"3306","97190","14 to 15 years"
"3307","97190","16 to 17 years"
"3308","97190","18 to 22 years"
"3309","97190","23 to 35 years"
"3310","97190","36 to 50 years"
"3311","97190","51 to 60 years"
"3312","97190","61 to 65 years"
"3313","97190","66 to 70 years"
"3314","97190","More than 71 years"
"3315","97190","Male"
"3316","97190","Female"
"3317","97190","Married"
"3318","97190","Unmarried"
"3319","97355","Amsterdam"
"3320","97355","Haarlem"
"3321","97355","Den Helder"
"3322","97355","Zaandam"
"3323","97355","A"
"3324","97355","C"
"3325","97355","D"
"3326","97355","18 to 22 years"
"3327","97355","23 to 35 years"
"3328","97355","36 to 50 years"
"3329","97355","51 to 60 years"
"3330","97355","61 to 65 years"
"3331","97355","66 to 70 years"
"3332","97355","More than 71 years"
"3333","97355","Male"
"3334","97355","Married"
"3335","97355","Unmarried"
"3336","97390","Amsterdam"
"3337","97390","Den Helder"
"3338","97390","D"
"3339","97390","12 to 13 years"
"3340","97390","14 to 15 years"
"3341","97390","18 to 22 years"
"3342","97390","23 to 35 years"
"3343","97390","36 to 50 years"
"3344","97390","51 to 60 years"
"3345","97390","61 to 65 years"
"3346","97390","66 to 70 years"
"3347","97390","Male"
"3348","97390","Married"
"3349","97390","Unmarried"
"3350","97415","Amsterdam"
"3351","97415","Haarlem"
"3352","97415","Den Helder"
"3353","97415","Zaandam"
"3354","97415","A"
"3355","97415","B"
"3356","97415","C"
"3357","97415","D"
"3358","97415","16 to 17 years"
"3359","97415","18 to 22 years"
"3360","97415","23 to 35 years"
"3361","97415","36 to 50 years"
"3362","97415","51 to 60 years"
"3363","97415","61 to 65 years"
"3364","97415","66 to 70 years"
"3365","97415","More than 71 years"
"3366","97415","Male"
"3367","97415","Female"
"3368","97415","Married"
"3369","97415","Unmarried"
"3370","97990","Amsterdam"
"3371","97990","A"
"3372","97990","More than 71 years"
"3373","97990","Male"
"3374","97990","Married"
"3375","98135","Amsterdam"
"3376","98135","Haarlem"
"3377","98135","Den Helder"
"3378","98135","Zaandam"
"3379","98135","D"
"3380","98135","14 to 15 years"
"3381","98135","16 to 17 years"
"3382","98135","18 to 22 years"
"3383","98135","23 to 35 years"
"3384","98135","36 to 50 years"
"3385","98135","51 to 60 years"
"3386","98135","61 to 65 years"
"3387","98135","66 to 70 years"
"3388","98135","More than 71 years"
"3389","98135","Male"
"3390","98135","Married"
"3391","98135","Unmarried"
"3392","98320","Amsterdam"
"3393","98320","Haarlem"
"3394","98320","Den Helder"
"3395","98320","Zaandam"
"3396","98320","C"
"3397","98320","12 to 13 years"
"3398","98320","14 to 15 years"
"3399","98320","16 to 17 years"
"3400","98320","18 to 22 years"
"3401","98320","23 to 35 years"
"3402","98320","36 to 50 years"
"3403","98320","51 to 60 years"
"3404","98320","61 to 65 years"
"3405","98320","66 to 70 years"
"3406","98320","More than 71 years"
"3407","98320","Male"
"3408","98320","Married"
"3409","98320","Unmarried"
"3410","98500","Amsterdam"
"3411","98500","Haarlem"
"3412","98500","Den Helder"
"3413","98500","Zaandam"
"3414","98500","A"
"3415","98500","B"
"3416","98500","C"
"3417","98500","D"
"3418","98500","12 to 13 years"
"3419","98500","14 to 15 years"
"3420","98500","16 to 17 years"
"3421","98500","18 to 22 years"
"3422","98500","23 to 35 years"
"3423","98500","36 to 50 years"
"3424","98500","51 to 60 years"
"3425","98500","61 to 65 years"
"3426","98500","66 to 70 years"
"3427","98500","More than 71 years"
"3428","98500","Male"
"3429","98500","Married"
"3430","98500","Unmarried"
"3431","98620","Amsterdam"
"3432","98620","Haarlem"
"3433","98620","A"
"3434","98620","C"
"3435","98620","D"
"3436","98620","18 to 22 years"
"3437","98620","23 to 35 years"
"3438","98620","36 to 50 years"
"3439","98620","51 to 60 years"
"3440","98620","61 to 65 years"
"3441","98620","66 to 70 years"
"3442","98620","More than 71 years"
"3443","98620","Male"
"3444","98620","Female"
"3445","98620","Married"
"3446","98620","Unmarried"
"3447","98690","Amsterdam"
"3448","98690","A"
"3449","98690","D"
"3450","98690","16 to 17 years"
"3451","98690","18 to 22 years"
"3452","98690","23 to 35 years"
"3453","98690","36 to 50 years"
"3454","98690","51 to 60 years"
"3455","98690","66 to 70 years"
"3456","98690","More than 71 years"
"3457","98690","Male"
"3458","98690","Married"
"3459","98690","Unmarried"
"3460","99900","Amsterdam"
"3461","99900","D"
"3462","99900","16 to 17 years"
"3463","99900","23 to 35 years"
"3464","99900","36 to 50 years"
"3465","99900","51 to 60 years"
"3466","99900","61 to 65 years"
"3467","99900","66 to 70 years"
"3468","99900","Male"
"3469","99900","Married"
"3470","99900","Unmarried"
"3471","99910","Amsterdam"
"3472","99910","Haarlem"
"3473","99910","Den Helder"
"3474","99910","Zaandam"
"3475","99910","D"
"3476","99910","12 to 13 years"
"3477","99910","14 to 15 years"
"3478","99910","16 to 17 years"
"3479","99910","18 to 22 years"
"3480","99910","23 to 35 years"
"3481","99910","36 to 50 years"
"3482","99910","51 to 60 years"
"3483","99910","61 to 65 years"
"3484","99910","66 to 70 years"
"3485","99910","More than 71 years"
"3486","99910","Less than 12 years"
"3487","99910","Male"
"3488","99910","Female"
"3489","99910","Married"
"3490","99910","Unmarried"
